position,rank,team,salary,fetch_name,followers,username,full_name,profile_pic_url,is_verified,is_private,id,name
PG,460,Dallas Mavericks,115344,Manny Harris,25308,313manny5resh,Manny Harris,https://scontent-lga3-1.cdninstagram.com/vp/6a56fac682ed137b794a724b7e7cc3ca/5B588FF5/t51.2885-19/s150x150/26297299_142258723111618_298233062926319616_n.jpg,true,false,26706992,Manny Harris
G,461,Atlanta Hawks,101376,Jaylen Morris,26,jaylenmorris,Jaylen Morris,https://scontent-lga3-1.cdninstagram.com/vp/db2f72e91b6959d213db1d6779b17017/5B7B03CE/t51.2885-19/11849411_650953205040665_1038555896_a.jpg,false,false,299078970,Jaylen Morris
G,462,Houston Rockets,96406,Tim Quarterman,4,timquartermansmilelongdonkey.d,Tim Quarterman,https://scontent-lga3-1.cdninstagram.com/vp/f17e1275a70fc32e93cbf434ddc32bcd/5B6CCC7A/t51.2885-19/11906329_960233084022564_1448528159_a.jpg,false,false,5412930965,Tim Quarterman
SG,463,Dallas Mavericks,91442,Aaron Harrison,179397,theaaronice_ptp,Aaron Harrison,https://scontent-lga3-1.cdninstagram.com/vp/1e47377f3e291692e8840668e98c426b/5B5DE5CB/t51.2885-19/s150x150/28156720_2306476236030008_28852417768456192_n.jpg,true,false,34665587,Aaron Harrison
PG,464,Milwaukee Bucks,83129,Brandon Jennings,191769,brandonjennings,,https://scontent-lga3-1.cdninstagram.com/vp/2b32a7dc80372e541354178a44ab51df/5B55007F/t51.2885-19/s150x150/24845712_531652850544110_481797203493388288_n.jpg,true,false,2253199981,Brandon Jennings
G,465,Memphis Grizzlies,74186,Marquis Teague,19951,marquisteague12,Marquis Teague,https://scontent-lga3-1.cdninstagram.com/vp/423e73198056db28b6afdc114d5614cf/5B62D5D9/t51.2885-19/11909943_1675242492712071_320307732_a.jpg,true,true,1058211025,Marquis Teague
SG,466,Orlando Magic,69120,Rodney Purvis,20586,gpurvo15,Rodney Purvis,https://scontent-lga3-1.cdninstagram.com/vp/55206843140c094f6cff61c659b0dd10/5B6988C2/t51.2885-19/s150x150/28766284_375762836160512_2531079357733011456_n.jpg,true,false,6917432,Rodney Purvis
C,467,Charlotte Hornets,67135,Mike Tobey,5052,miketobey10,Mike Tobey,https://scontent-lga3-1.cdninstagram.com/vp/3e88784ef5df39755a727519dc35af42/5B664751/t51.2885-19/11849075_1453060118336112_291051969_a.jpg,false,false,374989442,Mike Tobey
SG,468,Memphis Grizzlies,60283,MarShon Brooks,13973,marshon_brooks,Marshon Brooks,https://scontent-lga3-1.cdninstagram.com/vp/c091cb1ce72148c77ba928cc3de500e2/5B986284/t51.2885-19/s150x150/12930986_1697506833842754_1586578215_a.jpg,true,false,1579590263,MarShon Brooks
SG,469,New Orleans Pelicans,58190,Jordan Crawford,809,jordancrawford,Jordan Crawford,https://scontent-lga3-1.cdninstagram.com/vp/1640ec4aaa17126ea40bf4b7c2457e70/5B998B4F/t51.2885-19/s150x150/27578623_215224529041323_1464337462842097664_n.jpg,false,true,17104902,Jordan Crawford
PF,470,Philadelphia 76ers,57672,Justin Harper,1,justin._.harper,justin_harper,https://instagram.faep16-2.fna.fbcdn.net/vp/f17e1275a70fc32e93cbf434ddc32bcd/5B6CCC7A/t51.2885-19/11906329_960233084022564_1448528159_a.jpg,false,false,3964904333,Justin Harper
SF,471,Denver Nuggets,57672,Alonzo Gee,25410,ageefla,Alonzo Gee,https://scontent-lga3-1.cdninstagram.com/vp/c3f816e7585d22f66a66e0819e30834e/5B5ADF98/t51.2885-19/s150x150/30591154_1701863303190477_971241926969786368_n.jpg,true,false,968484793,Alonzo Gee
SG,472,Chicago Bulls,57672,Jarell Eddie,1575,jarell_eddie,Jarell Eddie,https://scontent-lga3-1.cdninstagram.com/vp/53c6ede87d257b9c6daed741861573fd/5B9B58F3/t51.2885-19/s150x150/1169799_986235568103275_1968051119_a.jpg,false,false,1944113971,Jarell Eddie
SF,473,Toronto Raptors,55296,Nigel Hayes,76287,nigel_hayes,Nigel Hayes,https://scontent-lga3-1.cdninstagram.com/vp/a2d220107f497d09cda6b33d04a72448/5B6468FA/t51.2885-19/s150x150/29714854_1640752729365317_5194425437391945728_n.jpg,true,false,183401356,Nigel Hayes
SG,474,Atlanta Hawks,46080,Damion Lee,56776,dami0nlee,Damion Lee,https://scontent-lga3-1.cdninstagram.com/vp/6335ae485f84f88e4514c907556ee25f/5B5F8819/t51.2885-19/s150x150/18812100_305862683205074_9091199610935836672_a.jpg,false,false,14605986,Damion Lee
PG,475,Utah Jazz,44495,David Stockton,11293,dstockton32,David Stockton,https://scontent-lga3-1.cdninstagram.com/vp/c328ef5c4da8dcb11976433eea1f1bec/5B5C2C1E/t51.2885-19/s150x150/28766014_127428758096108_7878263793862574080_n.jpg,false,false,198141309,David Stockton
PG,476,Boston Celtics,44495,Jonathan Gibson,6220,jgiblife,Jonathan Gibson,https://scontent-lga3-1.cdninstagram.com/vp/f9a44f43eb3647987867862e8336bfa1/5B5D4A2F/t51.2885-19/s150x150/29716170_1632866026797941_8190786994666733568_n.jpg,false,false,42192114,Jonathan Gibson
PF,477,Miami Heat,37049,Okaro White,25963,okarowhite,Ro,https://scontent-lga3-1.cdninstagram.com/vp/a111a867f749f0d72282e3f8f49b603b/5B764EBB/t51.2885-19/s150x150/17661923_1752927838353866_3007357618445352960_a.jpg,true,false,175431730,Okaro White
PG,478,Dallas Mavericks,31969,Pierre Jackson,324,pappygaw,Pierre Jackson,https://scontent-lga3-1.cdninstagram.com/vp/4801af91b5dbe0c02e48c21d35fd8483/5B6B6031/t51.2885-19/s150x150/11909101_856516547802109_1766496491_a.jpg,false,false,2268843252,Pierre Jackson
PG,479,Toronto Raptors,16626,Lorenzo Brown,15701,officialzobrown,Lorenzo Brown,https://scontent-lga3-1.cdninstagram.com/vp/b4a978dbf96673179382d5e261bc078f/5B9A3549/t51.2885-19/s150x150/27580952_1620078944724309_250502756358422528_n.jpg,true,false,1024896686,Lorenzo Brown
PG,480,Golden State Warriors,14832,Quinn Cook,434837,qcook323,Quinn Cook,https://scontent-lga3-1.cdninstagram.com/vp/74a0275e0e26f93272f532aa1b88ee7a/5B63B312/t51.2885-19/s150x150/28753956_185760968874459_2038636347652046848_n.jpg,true,false,12158712,Quinn Cook
G,481,Los Angeles Lakers,13824,Andre Ingram,31553,andreingram30,Andre Ingram,https://scontent-lga3-1.cdninstagram.com/vp/23b0a0d019abfd8bc430923cf8b93b84/5B7046A4/t51.2885-19/s150x150/13696556_1763604820551807_1866890153_a.jpg,false,false,3541985982,Andre Ingram
PG,482,Washington Wizards,8313,Ty Lawson,343769,tylawson3,tylawson3,https://scontent-lga3-1.cdninstagram.com/vp/7862a626aa0fd2ebcccd0c2a46eb1333/5B9C0117/t51.2885-19/s150x150/10296753_509062089259232_607402452_a.jpg,true,false,20979077,Ty Lawson
PF,483,Minnesota Timberwolves,4608,Amile Jefferson,89378,amilejefferson,amilejefferson,https://scontent-lga3-1.cdninstagram.com/vp/fe7c0c1dc9f8efb9dab30933a94cb33c/5B55BF5B/t51.2885-19/11931019_614708038631511_1517561374_a.jpg,true,false,210569047,Amile Jefferson
G,484,Houston Rockets,4608,Aaron Jackson,9379,aaronfingj,Aaron Lee Jackson,https://scontent-lga3-1.cdninstagram.com/vp/b9a1cfcd00c7536719f9904a5965b8ad/5B9CEE45/t51.2885-19/s150x150/26867322_2094421180838785_1100752357928468480_n.jpg,true,false,187323754,Aaron Jackson
